Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 308, X: 56, Y: -9.2, S: 0.88, R: 0.074
Exaggerated transform parameters in frame 313, X: 16, Y: -34, S: 0.96, R: 0.023
Exaggerated transform parameters in frame 314, X: -0.44, Y: -35, S: 0.98, R: -0.003
Exaggerated transform parameters in frame 315, X: -3.9, Y: -33, S: 0.99, R: 0.0028
Exaggerated transform parameters in frame 318, X: 16, Y: -24, S: 0.97, R: 0.061
Exaggerated transform parameters in frame 328, X: -28, Y: 8.3, S: 0.9, R: -0.048
Erroneous transform parameters in frame 331, X: -29, Y: -73, S: 1, R: 0.087
Exaggerated transform parameters in frame 332, X: -22, Y: -30, S: 0.98, R: -0.0075
Exaggerated transform parameters in frame 344, X: 52, Y: -5.2, S: 0.95, R: 0.051
Exaggerated transform parameters in frame 345, X: 62, Y: -2.2, S: 0.92, R: 0.051
Exaggerated transform parameters in frame 346, X: 56, Y: -0.81, S: 0.91, R: 0.041
Exaggerated transform parameters in frame 347, X: 59, Y: -4.6, S: 0.89, R: 0.054
Exaggerated transform parameters in frame 348, X: 50, Y: -13, S: 0.9, R: 0.059
Exaggerated transform parameters in frame 349, X: 48, Y: -25, S: 0.9, R: 0.066
Exaggerated transform parameters in frame 350, X: 43, Y: -36, S: 0.9, R: 0.057
Exaggerated transform parameters in frame 351, X: 40, Y: -38, S: 0.91, R: 0.056
Exaggerated transform parameters in frame 352, X: 35, Y: -32, S: 0.91, R: 0.041
Exaggerated transform parameters in frame 353, X: 34, Y: -30, S: 0.89, R: 0.033
Exaggerated transform parameters in frame 354, X: 17, Y: -25, S: 0.9, R: -0.028
Exaggerated transform parameters in frame 355, X: 7.7, Y: -34, S: 0.92, R: -0.04
Exaggerated transform parameters in frame 356, X: 13, Y: -38, S: 0.95, R: -0.01
Exaggerated transform parameters in frame 360, X: 6, Y: 1.5, S: 0.93, R: 0.05
Exaggerated transform parameters in frame 364, X: -58, Y: 29, S: 0.97, R: -0.015
Exaggerated transform parameters in frame 365, X: -37, Y: 31, S: 0.95, R: -0.012
Exaggerated transform parameters in frame 366, X: -28, Y: 31, S: 0.94, R: -0.012
Exaggerated transform parameters in frame 367, X: -19, Y: 32, S: 0.93, R: -0.018
Exaggerated transform parameters in frame 373, X: -11, Y: -11, S: 0.92, R: -0.051
Exaggerated transform parameters in frame 374, X: -4.8, Y: -8, S: 0.91, R: -0.071
Erroneous transform parameters in frame 375, X: -20, Y: -70, S: 1, R: 0.0032
Exaggerated transform parameters in frame 376, X: 3.8, Y: -20, S: 0.9, R: -0.051
Exaggerated transform parameters in frame 377, X: 12, Y: -34, S: 0.91, R: -0.032
Exaggerated transform parameters in frame 378, X: 17, Y: -36, S: 0.92, R: -0.023
Exaggerated transform parameters in frame 384, X: 69, Y: -16, S: 0.93, R: 0.088
Exaggerated transform parameters in frame 385, X: 57, Y: -25, S: 0.91, R: 0.073
Exaggerated transform parameters in frame 386, X: 61, Y: -35, S: 0.9, R: 0.075
Exaggerated transform parameters in frame 387, X: 47, Y: -26, S: 0.88, R: 0.018
Exaggerated transform parameters in frame 388, X: 59, Y: -32, S: 0.89, R: 0.037
Exaggerated transform parameters in frame 389, X: 54, Y: -35, S: 0.89, R: 0.05
Exaggerated transform parameters in frame 390, X: 39, Y: -38, S: 0.92, R: 0.046
Exaggerated transform parameters in frame 391, X: 19, Y: -36, S: 0.99, R: 0.034
Exaggerated transform parameters in frame 397, X: 11, Y: -32, S: 0.97, R: 0.016
Exaggerated transform parameters in frame 410, X: 47, Y: -38, S: 0.98, R: 0.0093
Exaggerated transform parameters in frame 411, X: 46, Y: -39, S: 0.98, R: 0.0085
Exaggerated transform parameters in frame 412, X: 38, Y: -38, S: 0.99, R: 0.0045
Exaggerated transform parameters in frame 413, X: 33, Y: -36, S: 1, R: 0.0013
Exaggerated transform parameters in frame 414, X: 32, Y: -34, S: 1, R: 0.0013
Exaggerated transform parameters in frame 415, X: 30, Y: -31, S: 1, R: -0.0028
Exaggerated transform parameters in frame 416, X: 30, Y: -31, S: 1, R: -0.0036
Exaggerated transform parameters in frame 417, X: 30, Y: -31, S: 1, R: -8.1e-08
Exaggerated transform parameters in frame 422, X: 47, Y: 21, S: 0.99, R: 0.033
Exaggerated transform parameters in frame 423, X: 46, Y: 26, S: 0.98, R: 0.045
Erroneous transform parameters in frame 424, X: 42, Y: 56, S: 0.94, R: -0.011
Exaggerated transform parameters in frame 425, X: 58, Y: 17, S: 0.95, R: 0.085
Exaggerated transform parameters in frame 426, X: 60, Y: 30, S: 0.91, R: 0.055
Exaggerated transform parameters in frame 427, X: 56, Y: 28, S: 0.91, R: 0.064
Exaggerated transform parameters in frame 428, X: 22, Y: 2.2, S: 1, R: 0.084
Exaggerated transform parameters in frame 431, X: 54, Y: -3.9, S: 0.96, R: 0.061
Exaggerated transform parameters in frame 432, X: 49, Y: -13, S: 0.96, R: 0.064
Exaggerated transform parameters in frame 433, X: 48, Y: -11, S: 0.95, R: 0.041
Exaggerated transform parameters in frame 437, X: 34, Y: -40, S: 0.95, R: 0.055
Exaggerated transform parameters in frame 438, X: 29, Y: -36, S: 0.94, R: 0.04
Exaggerated transform parameters in frame 439, X: 30, Y: -37, S: 0.93, R: 0.038
Exaggerated transform parameters in frame 440, X: 28, Y: -35, S: 0.93, R: 0.021
Exaggerated transform parameters in frame 441, X: 25, Y: -30, S: 0.94, R: -0.0078
Exaggerated transform parameters in frame 442, X: 26, Y: -36, S: 0.96, R: 0.0008
Exaggerated transform parameters in frame 444, X: 53, Y: -17, S: 0.96, R: 0.0056
Exaggerated transform parameters in frame 445, X: 51, Y: -15, S: 0.96, R: 0.0095
Exaggerated transform parameters in frame 446, X: 49, Y: -12, S: 0.96, R: 0.01
Exaggerated transform parameters in frame 447, X: 58, Y: 2.4, S: 0.94, R: 0.0088
Measurement of stabilizing video number: 8 with name: Running/8.avi
Cropping ratio: 0.89
Distortion value: 0.91
Stability score: 0.28
X translation stability score: 0.28
Y translation stability score: 0.99
Rotation stability score: 0.97
Stabilizing video number: 9 with name: Running/9.avi
Exaggerated transform parameters in frame 4, X: 27, Y: 37, S: 0.97, R: -0.02
Exaggerated transform parameters in frame 5, X: 38, Y: 40, S: 0.95, R: -0.03
Exaggerated transform parameters in frame 6, X: 46, Y: 37, S: 0.94, R: -0.041
Exaggerated transform parameters in frame 7, X: 53, Y: 32, S: 0.93, R: -0.036
Exaggerated transform parameters in frame 8, X: 47, Y: 24, S: 0.95, R: -0.016
Exaggerated transform parameters in frame 10, X: 46, Y: 13, S: 0.93, R: -0.039
Exaggerated transform parameters in frame 11, X: 49, Y: 14, S: 0.91, R: -0.056
Exaggerated transform parameters in frame 13, X: 44, Y: -6.8, S: 0.92, R: -0.058
Exaggerated transform parameters in frame 14, X: 52, Y: -0.73, S: 0.9, R: -0.07
Exaggerated transform parameters in frame 15, X: 49, Y: -4.2, S: 0.91, R: -0.028
Exaggerated transform parameters in frame 16, X: 46, Y: -6.4, S: 0.9, R: -0.01
Exaggerated transform parameters in frame 20, X: 9.4, Y: -30, S: 1, R: -0.069
Exaggerated transform parameters in frame 30, X: 51, Y: -22, S: 1, R: 0.062
Exaggerated transform parameters in frame 31, X: 51, Y: -16, S: 0.98, R: 0.026
Exaggerated transform parameters in frame 34, X: 46, Y: -15, S: 0.95, R: 0.014
Exaggerated transform parameters in frame 35, X: 54, Y: -0.52, S: 0.95, R: 0.018
Exaggerated transform parameters in frame 36, X: 57, Y: 30, S: 0.91, R: -0.0063
Exaggerated transform parameters in frame 37, X: 33, Y: 45, S: 0.95, R: -0.027
Exaggerated transform parameters in frame 40, X: -9.7, Y: 17, S: 1, R: 0.051
Exaggerated transform parameters in frame 42, X: -13, Y: 1.6, S: 0.98, R: 0.057
Exaggerated transform parameters in frame 49, X: -29, Y: -34, S: 0.96, R: -0.045
Exaggerated transform parameters in frame 50, X: -35, Y: -36, S: 0.97, R: -0.033
Exaggerated transform parameters in frame 52, X: -35, Y: -33, S: 0.98, R: -0.0054
Exaggerated transform parameters in frame 57, X: -46, Y: -13, S: 0.96, R: 0.049
Exaggerated transform parameters in frame 58, X: -48, Y: -5.4, S: 0.95, R: 0.038
Exaggerated transform parameters in frame 74, X: -6.5, Y: 34, S: 1, R: -0.0024
Exaggerated transform parameters in frame 75, X: -18, Y: 37, S: 0.99, R: 0.0025
Exaggerated transform parameters in frame 78, X: -1.7, Y: 10, S: 0.98, R: 0.071
Exaggerated transform parameters in frame 85, X: -1.6, Y: -32, S: 0.99, R: -0.0068
Exaggerated transform parameters in frame 86, X: -3.4, Y: -31, S: 0.98, R: -0.03
Exaggerated transform parameters in frame 87, X: -8.2, Y: -36, S: 0.97, R: -0.057
Exaggerated transform parameters in frame 88, X: -11, Y: -41, S: 0.96, R: -0.054
Exaggerated transform parameters in frame 89, X: -9.6, Y: -38, S: 0.96, R: -0.031
Exaggerated transform parameters in frame 105, X: 1.9, Y: -15, S: 0.98, R: -0.051
Exaggerated transform parameters in frame 106, X: 10, Y: -8.3, S: 0.96, R: -0.082
Erroneous transform parameters in frame 107, X: 30, Y: -71, S: 1.1, R: 0.13
Exaggerated transform parameters in frame 108, X: 11, Y: -12, S: 0.97, R: -0.057
Exaggerated transform parameters in frame 113, X: 44, Y: 34, S: 0.96, R: -0.029
Exaggerated transform parameters in frame 114, X: 39, Y: 33, S: 0.96, R: -0.0092
Exaggerated transform parameters in frame 117, X: 22, Y: 38, S: 0.95, R: 0.0017
Exaggerated transform parameters in frame 118, X: 26, Y: 43, S: 0.95, R: -0.024
Exaggerated transform parameters in frame 119, X: 35, Y: 40, S: 0.93, R: -0.037
Exaggerated transform parameters in frame 120, X: 46, Y: 30, S: 0.91, R: -0.029
Exaggerated transform parameters in frame 121, X: 45, Y: 22, S: 0.91, R: -0.024
Exaggerated transform parameters in frame 127, X: 17, Y: -31, S: 0.99, R: -0.0076
Exaggerated transform parameters in frame 128, X: 16, Y: -36, S: 0.99, R: 0.0091
Exaggerated transform parameters in frame 129, X: 19, Y: -31, S: 0.98, R: 0.027
Exaggerated transform parameters in frame 130, X: 16, Y: -30, S: 0.98, R: 0.036
Exaggerated transform parameters in frame 131, X: 10, Y: -31, S: 0.99, R: 0.05
Exaggerated transform parameters in frame 132, X: 7, Y: -31, S: 0.98, R: 0.071
Exaggerated transform parameters in frame 133, X: 4.4, Y: -28, S: 0.98, R: 0.067
Exaggerated transform parameters in frame 134, X: 1.9, Y: -19, S: 0.97, R: 0.052
Exaggerated transform parameters in frame 138, X: 5.1, Y: 24, S: 0.89, R: -0.0053
Exaggerated transform parameters in frame 139, X: 5.6, Y: 23, S: 0.9, R: -0.0031
Exaggerated transform parameters in frame 140, X: 15, Y: 17, S: 0.88, R: -0.0014
Exaggerated transform parameters in frame 141, X: 22, Y: 9.8, S: 0.88, R: -0.012
Exaggerated transform parameters in frame 142, X: 25, Y: 9.5, S: 0.88, R: -0.061
Exaggerated transform parameters in frame 143, X: 30, Y: 5.5, S: 0.9, R: -0.069
Exaggerated transform parameters in frame 144, X: 39, Y: 3.4, S: 0.88, R: -0.075
Exaggerated transform parameters in frame 145, X: 44, Y: -1, S: 0.9, R: -0.059
Exaggerated transform parameters in frame 146, X: 50, Y: -16, S: 0.93, R: -0.017
Exaggerated transform parameters in frame 150, X: 42, Y: 10, S: 0.94, R: -0.053
Exaggerated transform parameters in frame 151, X: 43, Y: 26, S: 0.93, R: -0.058
Exaggerated transform parameters in frame 152, X: 42, Y: 42, S: 0.91, R: -0.064
Exaggerated transform parameters in frame 153, X: 36, Y: 41, S: 0.9, R: -0.045
Exaggerated transform parameters in frame 154, X: 27, Y: 37, S: 0.89, R: -0.038
Exaggerated transform parameters in frame 155, X: 21, Y: 34, S: 0.89, R: -0.029
Exaggerated transform parameters in frame 156, X: 19, Y: 34, S: 0.91, R: -0.032
Exaggerated transform parameters in frame 157, X: 23, Y: 34, S: 0.9, R: -0.036
Exaggerated transform parameters in frame 158, X: 33, Y: 29, S: 0.89, R: -0.033
Exaggerated transform parameters in frame 159, X: 43, Y: 17, S: 0.88, R: -0.007
Exaggerated transform parameters in frame 160, X: 48, Y: 2.6, S: 0.89, R: 0.013
Exaggerated transform parameters in frame 161, X: 46, Y: -5.3, S: 0.89, R: 0.013
Exaggerated transform parameters in frame 162, X: 44, Y: -9.9, S: 0.89, R: 0.0068
Exaggerated transform parameters in frame 163, X: 40, Y: -13, S: 0.89, R: -0.0027
Exaggerated transform parameters in frame 165, X: 33, Y: -12, S: 0.9, R: 0.013
Exaggerated transform parameters in frame 169, X: 16, Y: 15, S: 0.88, R: 0.016
Exaggerated transform parameters in frame 170, X: 14, Y: 22, S: 0.89, R: 0.019
Exaggerated transform parameters in frame 172, X: -36, Y: 34, S: 1, R: -0.00097
Exaggerated transform parameters in frame 173, X: -36, Y: 34, S: 1, R: -0.0031
Exaggerated transform parameters in frame 174, X: -33, Y: 32, S: 0.99, R: 0.0014
Exaggerated transform parameters in frame 175, X: -25, Y: 31, S: 0.97, R: 0.0058
Exaggerated transform parameters in frame 181, X: 35, Y: -2.5, S: 0.89, R: -0.0056
Exaggerated transform parameters in frame 183, X: 34, Y: -33, S: 0.95, R: 0.0091
Exaggerated transform parameters in frame 184, X: 27, Y: -34, S: 0.96, R: 0.022
Exaggerated transform parameters in frame 188, X: 21, Y: 32, S: 0.96, R: -0.016
Exaggerated transform parameters in frame 189, X: 26, Y: 42, S: 0.94, R: -0.019
Exaggerated transform parameters in frame 190, X: 28, Y: 36, S: 0.92, R: -0.01
Exaggerated transform parameters in frame 191, X: 28, Y: 35, S: 0.91, R: -0.00061
Exaggerated transform parameters in frame 192, X: 28, Y: 35, S: 0.91, R: 0.0045
Exaggerated transform parameters in frame 193, X: 26, Y: 35, S: 0.92, R: 0.0026
Exaggerated transform parameters in frame 195, X: 32, Y: 23, S: 0.89, R: 0.011
Exaggerated transform parameters in frame 197, X: 35, Y: -10, S: 0.92, R: 0.062
Exaggerated transform parameters in frame 198, X: 36, Y: -20, S: 0.91, R: 0.062
Exaggerated transform parameters in frame 200, X: 21, Y: -33, S: 0.91, R: 0.022
Erroneous transform parameters in frame 201, X: 37, Y: -8.3, S: 0.78, R: -0.048
Exaggerated transform parameters in frame 204, X: 38, Y: -17, S: 0.89, R: 0.049
Exaggerated transform parameters in frame 205, X: 33, Y: -12, S: 0.89, R: 0.043
Exaggerated transform parameters in frame 206, X: 38, Y: -8.3, S: 0.87, R: 0.055
Exaggerated transform parameters in frame 207, X: 48, Y: 5.5, S: 0.86, R: 0.051
Exaggerated transform parameters in frame 208, X: 45, Y: 10, S: 0.9, R: 0.057
Erroneous transform parameters in frame 209, X: 45, Y: 68, S: 0.83, R: -0.15
Exaggerated transform parameters in frame 210, X: 51, Y: 28, S: 0.86, R: 0.014
Exaggerated transform parameters in frame 220, X: 54, Y: -25, S: 0.96, R: 0.011
Exaggerated transform parameters in frame 221, X: 55, Y: -26, S: 0.94, R: -0.0078
Exaggerated transform parameters in frame 222, X: 55, Y: -31, S: 0.93, R: 0.0042
Exaggerated transform parameters in frame 223, X: 36, Y: -45, S: 0.98, R: -0.0012
Exaggerated transform parameters in frame 224, X: 32, Y: -38, S: 0.99, R: 0.0099
Exaggerated transform parameters in frame 228, X: 46, Y: 12, S: 0.95, R: 0.02
Exaggerated transform parameters in frame 230, X: 36, Y: 42, S: 0.94, R: -0.026
Exaggerated transform parameters in frame 231, X: 34, Y: 40, S: 0.94, R: -0.03
Exaggerated transform parameters in frame 232, X: 35, Y: 40, S: 0.93, R: -0.035
Exaggerated transform parameters in frame 233, X: 34, Y: 38, S: 0.92, R: -0.042
Exaggerated transform parameters in frame 242, X: 45, Y: -14, S: 0.96, R: 0.0093
Exaggerated transform parameters in frame 243, X: 55, Y: -9.2, S: 0.94, R: 0.025
Exaggerated transform parameters in frame 244, X: 50, Y: -8.6, S: 0.95, R: 0.037
Exaggerated transform parameters in frame 245, X: 49, Y: -12, S: 0.94, R: 0.056
Exaggerated transform parameters in frame 246, X: 43, Y: -18, S: 0.94, R: 0.069
Exaggerated transform parameters in frame 247, X: 37, Y: -23, S: 0.94, R: 0.064
Exaggerated transform parameters in frame 248, X: 30, Y: -30, S: 0.95, R: 0.067
Exaggerated transform parameters in frame 249, X: 16, Y: -33, S: 0.96, R: 0.031
Exaggerated transform parameters in frame 250, X: -0.6, Y: -37, S: 0.98, R: 0.0043
Exaggerated transform parameters in frame 251, X: -6.5, Y: -34, S: 0.98, R: -0.0036
Exaggerated transform parameters in frame 252, X: 4.4, Y: -31, S: 0.94, R: -0.002
Exaggerated transform parameters in frame 253, X: -24, Y: -49, S: 1, R: -0.022
Exaggerated transform parameters in frame 255, X: -12, Y: -23, S: 1, R: -0.053
Exaggerated transform parameters in frame 256, X: 3.3, Y: -17, S: 1, R: -0.063
Exaggerated transform parameters in frame 257, X: 13, Y: -14, S: 0.99, R: -0.053
Exaggerated transform parameters in frame 264, X: 38, Y: 39, S: 0.94, R: -0.028
Exaggerated transform parameters in frame 265, X: 43, Y: 43, S: 0.93, R: -0.02
Exaggerated transform parameters in frame 266, X: 48, Y: 46, S: 0.91, R: -0.026
Exaggerated transform parameters in frame 267, X: 46, Y: 44, S: 0.9, R: -0.043
Exaggerated transform parameters in frame 268, X: 44, Y: 35, S: 0.9, R: -0.044
Exaggerated transform parameters in frame 269, X: 47, Y: 32, S: 0.89, R: -0.048
Exaggerated transform parameters in frame 270, X: 48, Y: 30, S: 0.89, R: -0.046
Exaggerated transform parameters in frame 271, X: 48, Y: 25, S: 0.93, R: -0.013
Exaggerated transform parameters in frame 272, X: 50, Y: 26, S: 0.93, R: -0.014
Exaggerated transform parameters in frame 274, X: 47, Y: 27, S: 0.95, R: -0.041
Exaggerated transform parameters in frame 275, X: 48, Y: 24, S: 0.94, R: -0.025
Exaggerated transform parameters in frame 281, X: 12, Y: -32, S: 1, R: 0.015
Exaggerated transform parameters in frame 282, X: -0.17, Y: -43, S: 1, R: 0.00052
Erroneous transform parameters in frame 283, X: 5.5, Y: -68, S: 1, R: 0.079
Exaggerated transform parameters in frame 288, X: -23, Y: 33, S: 0.93, R: -0.059
Exaggerated transform parameters in frame 289, X: -37, Y: 37, S: 0.95, R: -0.051
Exaggerated transform parameters in frame 290, X: -42, Y: 34, S: 0.95, R: -0.046
Exaggerated transform parameters in frame 291, X: -42, Y: 44, S: 0.94, R: -0.074
Exaggerated transform parameters in frame 292, X: -37, Y: 44, S: 0.92, R: -0.08
Exaggerated transform parameters in frame 293, X: -30, Y: 42, S: 0.91, R: -0.076
Exaggerated transform parameters in frame 299, X: -51, Y: -22, S: 1.1, R: -0.076
Exaggerated transform parameters in frame 305, X: 50, Y: -17, S: 0.98, R: -0.013
Exaggerated transform parameters in frame 306, X: 60, Y: -1, S: 0.94, R: 0.023
Exaggerated transform parameters in frame 307, X: 46, Y: 25, S: 0.92, R: -0.003
Erroneous transform parameters in frame 308, X: 44, Y: 52, S: 0.89, R: -0.039
Exaggerated transform parameters in frame 309, X: 38, Y: 37, S: 0.91, R: -0.0034
Exaggerated transform parameters in frame 310, X: 14, Y: 32, S: 1, R: 0.019
Exaggerated transform parameters in frame 311, X: 1.7, Y: 33, S: 1, R: 0.006
Exaggerated transform parameters in frame 312, X: -2.7, Y: 31, S: 1, R: 0.0021
Exaggerated transform parameters in frame 313, X: 2.1, Y: 36, S: 0.98, R: -0.023
Exaggerated transform parameters in frame 314, X: 15, Y: 31, S: 0.95, R: -0.033
Erroneous transform parameters in frame 315, X: 35, Y: 61, S: 0.9, R: -0.14
Exaggerated transform parameters in frame 317, X: 32, Y: -22, S: 0.94, R: 0.062
Exaggerated transform parameters in frame 318, X: 36, Y: -42, S: 0.93, R: 0.068
Erroneous transform parameters in frame 319, X: 13, Y: -51, S: 1, R: 0.021
